,0
0,0.007753726192498457
1,-0.012318801871834133
2,-0.007075447942887586
3,0.035139084700672785
4,0.008172587716395854
5,-0.005196450692663411
6,-0.012341751595056988
7,-0.014790185655427321
8,0.0005671204964053395
9,0.037020417389855835
10,-0.03974754887694287
11,-0.0006553632671679344
12,0.008522347929787566
13,0.014629143795219793
14,-0.03528378664576874
15,0.048850592953545144
16,-0.0018146272649670059
17,0.030873180036800424
18,-0.021896705887460677
19,-0.1200347362984659
20,-0.041971646752177044
21,-0.006919169686844224
22,0.02345055094805832
23,-0.004135548616705259
24,-2.1309377874034752e-05
25,0.009962333803038417
26,-0.007971287524097669
27,-0.002919245165627679
28,0.037300959797013006
29,0.004835658619955604
30,-0.024332912618702823
31,0.060710299250891726
32,0.06129143262421573
33,-0.031895224528668775
34,-0.026486548649140795
35,0.006585835915634641
36,0.022211105681165647
37,0.045331477247969015
38,-0.1295659408073386
39,-0.06352425559717641
40,-0.04533653379212775
41,-0.0053292523633678215
42,0.007351365281434499
43,0.033013935918359355
44,0.03352734039168758
45,0.004150553058396872
46,-0.012215403451600035
47,0.026640827690681015
48,0.03767642482432075
49,0.0355156181376898
50,-0.0287393548371765
51,-0.037818060786858204
52,0.01188911918182434
53,-0.02277857264115045
54,-0.015452902024192836
55,-0.0185840794621543
56,-0.0027300817778952158
57,-0.03663452795990807
58,-0.017014088168697233
59,0.08014957796592405
60,-0.007884542079335772
61,-0.03431071772742866
62,-0.09263951413187634
63,0.037761851301120516
64,0.056367372075703304
65,0.026862801466333377
66,-0.012858855717805637
67,-0.020717792233322097
68,0.028483830368090435
69,-0.07126145886470144
70,0.04643464067194244
71,0.03542382471406613
72,0.029478235691694173
73,-0.0006911542665232334
74,-0.07317252365138371
75,0.03144985473685181
76,0.0019057469441209549
77,0.02813122360892957
78,-0.039461058412442226
79,0.05097074879137864
80,-0.01881778588026837
81,0.002684712432990198
82,-0.003523186237514145
83,0.02093460182835801
84,-0.026944958050457463
85,-0.024219632824235074
86,-0.05776011917715884
87,-0.0021321207376183704
