,0
0,-0.01262241238290887
1,-0.03662118157150923
2,0.018063957190937008
3,-0.011930611813043002
4,0.02258037957143963
5,-0.015503640336352653
6,-0.018232364933839507
7,0.02306071692365247
8,0.03614307152165491
9,-0.009575643177725746
10,-0.010486383555619372
11,0.00288999738352394
12,0.009248128136436606
13,-0.0035251007404083212
14,0.019877791746019016
15,-0.017416199033233937
16,-0.021449665020695396
17,-0.0006342803549033993
18,0.016125361327569254
19,-0.010826821446645804
20,-0.008700093852989144
21,0.04889482010683657
22,-0.011261334763226938
23,-0.04315026205050787
24,-0.0028126601312644384
25,0.013681658155156456
26,0.01639960424479961
27,-0.017204157930060526
28,0.0029262533557858905
29,0.0335646188542337
30,0.0591097368674425
31,0.01204280756375782
32,-0.01111246777078756
33,0.01169121644949532
34,-0.05324225798707999
35,0.007460367381334321
36,0.012894442396786165
37,-0.001603683727614158
38,-0.023392810627034355
39,-0.008800137680253561
40,-0.047698665895952175
41,0.02154130963001613
42,-0.012932259281728614
43,-0.02131175063252739
44,-0.006859545602800443
45,-0.010860169723930987
46,-0.001227157876602325
47,0.012537929856313884
48,-0.012169428276441907
49,0.004381291915080604
50,0.013544028136442815
51,0.006700458780666302
52,-0.024700687994156298
53,0.017708449973269993
54,0.03590406720960282
55,0.004068866798489668
56,-0.006977642756234775
57,0.0014463942144891107
58,0.03314322932545709
59,-0.025614148732382602
60,0.0058841479504846556
61,0.005694033452685238
62,0.009716413301516263
63,0.015274306783619573
64,0.024112557455371705
65,-0.02454406253509875
66,-0.010339192315805545
67,-0.0024289507929722565
68,0.0042876182526588175
69,-0.0019354163998924756
70,0.027942638759356375
71,0.014531385322728768
72,0.0029669009318100126
73,-0.028106317579162154
74,0.027019667677008127
75,0.009211573807678453
76,0.032361249795092806
77,0.017364148552371866
78,-0.03299607971826063
79,-0.009028930063042229
80,0.020769857428952126
81,0.0005185127058636996
82,0.016027403167406223
83,0.019340276172954543
84,0.00539454441363868
85,0.04293090580807935
86,-0.014352338991316098
87,-0.024880882493688
88,0.014042795117554407
89,0.006557984808739842
90,-0.020825576892843322
91,-0.021481896790152555
92,-0.00993362094919592
93,-0.002633272556933436
94,0.009350312472218764
95,-0.010477430457725668
96,-0.00012689346338867757
97,0.011517219359418351
98,0.030634690772632422
99,0.011341637663163984
100,0.03227146509658341
101,0.01011971784132027
102,-0.0036532631487838363
