,0
0,0.018873044281430017
1,-0.030053932964486715
2,0.0030486859728472426
3,-0.012310599306609877
4,0.02798309405172232
5,0.050701579121570306
6,0.053937412714772426
7,0.07071436613775083
8,0.015642277600066506
9,-0.042115250295279495
10,-0.06797199986768748
11,0.010786389533112811
12,0.048019544979859496
13,0.00686365927236187
14,-0.0368319081497242
15,0.02641770414768166
16,-0.08642167100765924
17,-0.1555490441406357
18,0.05526484018244983
19,0.02230169928362155
20,0.032228857186394844
21,-0.06578561507132241
22,0.0494106244058308
23,-0.016150821926697964
24,-0.05394026597503465
25,-0.09434509259462809
26,-0.04911908669341836
27,0.01042301621205502
28,-0.007039940794019206
29,-0.06468358746445474
30,-0.016618472511922895
31,0.07419398490908943
32,0.03653620950819374
33,-0.0094152414248862
34,-0.008996068726673814
35,0.003828315103098265
36,-0.02869421864250922
37,-0.014397936378348908
38,-0.01383503484031378
39,-0.018885310224857538
40,0.055263215410403826
41,-0.048030310776200597
42,0.03006789668258303
43,-0.04210255767767476
44,-0.02927249984582239
45,0.01279748962249154
46,0.02546250873501399
47,-0.04713478414946974
48,0.008631165848021215
49,-0.0984557656638721
50,0.015842748530716058
51,0.03325919859366033
52,0.03990546491062997
53,0.004775860438343965
54,0.06506890434008583
55,0.00684579593709621
56,-0.017982673777531016
57,0.009111163730993395
58,-0.02489807270765164
59,-0.03662431747362599
60,-0.004194268265086565
61,0.06594942233536133
62,0.0008970351830412983
63,0.014957204052066048
64,0.0389401479686124
65,0.04483784011810521
66,0.004606514029148939
67,0.09318818613984986
68,-0.03835672713190416
69,0.037352818034535884
70,0.07532913471006472
71,0.06918311929302752
72,0.038565409850416635
73,0.02387662020474038
74,0.03113446789653026
75,-0.03984625510596642
76,0.031101506206016427
77,-0.09020082427710922
78,-0.004864449003684726
79,-0.010309890462168798
80,0.022062806376676
81,0.01818055136800404
82,0.02090956822553141
83,-0.00513047789998039
84,0.04650042684789682
85,-0.004702229601403892
86,0.06947181602027727
87,0.03329472671147706
88,-0.010630323338230992
89,0.03395171932493363
90,-0.00458966580797425
91,-0.004945614834279494
92,0.022847036109558502
93,0.029026410319493767
94,-0.03963818364976435
95,0.016571690068750162
96,0.03031102801880234
97,0.03664456896997863
98,0.016078446039941546
