,0
0,0.009064235356641068
1,-0.016477084021077858
2,0.013544607699166832
3,0.013308943564295291
4,0.010821747831653713
5,-0.01569361388360261
6,0.0411452757979612
7,0.038121428291110364
8,0.006549560863162478
9,0.0042175640936955305
10,0.0023714190640860087
11,-0.015767369024309655
12,-0.0243858236083341
13,0.01762239618501064
14,-0.017745338699095545
15,-0.01586162258525435
16,0.016783211915052082
17,-0.013825621301460346
18,-0.006924438533322901
19,0.006045075469738913
20,0.005007086668729198
21,0.01680993524452615
22,0.018677820376880795
23,0.0032929772430311524
24,0.04536753829879016
25,-0.005450822255301822
26,0.013918662224457572
27,-0.014269108232205063
28,0.019270716184434176
29,0.019389362554666674
30,0.00905929079748922
31,0.004111848446983445
32,0.08897020553741657
33,0.020016315233362853
34,0.018597373021118517
35,-0.019167918448609197
36,0.02339308058780902
37,0.022718807496439963
38,0.06296262442571647
39,0.012877647360943033
40,0.012525355161919723
41,0.034464789858760836
42,-0.01940899784821965
43,-0.014518208540474965
44,-0.008131443597390662
45,0.0010257402147019895
46,0.02497186985322361
47,-0.004821482621215806
48,0.022383518365872802
49,0.04313452834408482
50,0.0053319866805898
51,0.002854340800464484
52,0.005819239201163823
53,-0.016247691048727086
54,0.002857609208858152
55,-0.021332337951700406
56,0.02864157698210121
57,0.018926275811287738
58,-0.010506162110329342
59,-0.0008962648179197293
60,0.01146147107742386
61,0.04811781573949287
62,-0.016892594769877006
63,-0.010289817971385489
64,0.005013165387143463
65,0.0048550863022919066
66,-0.00586468233332289
67,0.01283850129700341
68,-0.001488945918526735
69,-0.007635568498095646
70,0.012282882681693742
71,-0.0135706100939447
72,0.017281290190263827
73,0.042746094607905495
74,0.009292816320364689
75,0.0170751270045668
76,0.04185555407206036
77,0.03138136507072548
78,0.06520468764745199
79,0.0012241155991190925
80,0.0007390663634736939
81,0.01193329218801429
82,0.007354622890476746
83,0.007116094777416636
84,0.028905112018877396
85,0.07717450155084726
86,0.010508084666509659
87,0.03513661664265705
88,0.006101299232688089
