,0
0,3.8175131265041906e-05
1,0.0017927178247761216
2,-7.979008194587342e-05
3,0.0015662462516137232
4,0.0008642130050914576
5,-0.0006162308178667697
6,-0.001001856741385452
7,0.0005394346214346729
8,-0.0009950643025827266
9,7.163427032978731e-05
10,-0.001931947427934455
11,0.0012986737166568799
12,0.0005171574960131826
13,-8.413450708165404e-05
14,0.00015852865774844405
15,-1.6419720543649208e-05
16,-0.001153088763896859
17,-0.00021653454637420716
18,0.0012442945025311208
19,0.001187504391540417
20,-0.00047660456265385953
21,-4.25746353668599e-05
22,0.00045135354829139995
23,-0.0001981785573201278
24,0.0008716518030254736
25,-0.0007267846850673026
26,-0.0004812737094525843
27,0.0005319642047128814
28,-0.001135922550057053
29,-0.0013009412203806858
30,0.0010865964570307227
31,-0.0006256944141401731
32,-0.0003404208105845796
33,-0.0007188742124821165
34,-0.000346749211623823
35,0.0001652157310548354
36,0.0004278451179750495
37,1.5099606254981301e-05
38,0.0011077791751516047
39,-0.0009458776395385449
40,0.0004675237957264544
41,0.002157418959052221
42,0.0006726614427588068
43,-3.902799072025287e-05
44,-0.001476271467232032
45,-0.0010766879696523166
46,-0.000218530283528362
47,-0.000690738564129989
48,-0.001496210901150527
49,0.0012456421365375225
50,0.0005712987847962432
51,0.0012026093991679837
52,-0.0007449451790924435
53,-0.001362657245041532
54,-0.0006102344619930006
55,-6.046424524241978e-05
56,0.0010493721840873493
57,0.0007250278489314838
58,0.0007243978541543461
59,0.0002677592924683614
60,0.00047527978296722784
61,-0.0013501073198694327
62,0.0006086115921038748
63,0.00013821929721469228
64,0.00023613611776035492
65,0.000872300154285216
66,-0.0006981023441081091
67,0.00043516210034361125
68,0.00022993383983951204
69,0.0012758831394539816
70,-0.0001083916693710163
71,-0.0005736758340245743
72,-0.0007172744500043293
73,-0.0005095833515485759
74,0.0009334448992153882
75,-0.0005190227596776897
76,0.000378569762976351
77,2.106592409598096e-05
78,-0.0013681673967444463
79,0.0006806140812656283
80,0.0011023566919891037
81,0.0002905685238756561
82,-0.0008223662991121983
83,0.0003030757830967956
84,0.0007628988350309729
85,0.00090549904388601
86,-0.0006444070714795771
87,0.0005602631568131389
88,-1.206498151870572e-06
89,-3.8804608481261826e-05
90,0.0002504447583772419
91,-0.0002306645159508222
92,0.0005517731673419304
93,0.000638558477797372
94,-0.0005801269482272123
95,0.0011006793695943233
96,0.001092721318619816
97,0.00013686367916578446
98,-0.00018236422582845746
99,-0.00014952751235401684
100,0.0012567031471498735
101,-0.0003696840015620234
102,-0.0007666315856602463
103,0.001032941813653921
104,-0.0006565746986410426
105,0.0008474203841868019
106,0.0010760307397061075
107,0.0008299474889119363
108,0.0005874753019571716
109,0.0014991645711390257
110,0.0010171729187210335
111,0.00036766041718719333
112,0.00027584450651782326
113,-0.0004535710744763659
114,-0.00023665750260845608
115,0.0005796381555400543
116,-0.0005585580617933211
117,0.0024610022080538
118,-0.00034656339984323603
119,0.00043378507650768117
120,0.0011670494359434513
121,0.00044273738109880216
122,0.0003057662597925753
123,-0.00027864425221649225
124,7.047480933466965e-05
125,0.0005726770609269377
126,0.00042669104869791363
127,0.0004200225604903199
128,7.474977250809811e-05
129,0.0018233051272141735
130,-0.0008061298297509789
131,2.0660508835305957e-05
132,-0.0006613019451104096
133,0.0005158505550779541
134,0.00020634667043974587
135,0.0004701313317786032
136,0.00031611606088274846
137,0.0001269545176183027
138,0.0010611392442256883
139,0.00021022641424781052
140,0.0002619005002856001
141,3.226750565461095e-05
142,-0.0012722382953605643
143,-0.0006336732945207979
144,-0.000303114328013665
145,0.0014661929802815415
146,0.00043351890524498393
147,-0.0003026782615987711
148,-0.000743829141203428
149,0.0006543565417188868
150,-0.0006828861394265195
151,0.0002341051099790034
152,-0.0003767109316562805
153,-0.0004951359790112408
154,0.00010215231683355364
155,0.001181408112776429
156,0.002346463223553783
157,-0.0006813039278879274
158,-0.001293673647510811
159,0.00034342632956263497
160,-0.0004672445466574193
161,-0.00019132822989179413
162,-3.8109686495119144e-05
163,0.001402592356629399
164,-0.0001841965819321667
165,0.0007666187398645032
166,-0.0006391359981783862
167,-0.0009948176171738488
168,0.00017487883542346289
169,-0.0004285780328514002
170,-0.000372674322547506
171,0.0003235735527545164
172,-0.0002527243798042672
173,0.0009748154816893451
174,3.2117720988322773e-07
175,3.807002040980001e-05
176,-0.00038308656353144843
177,0.00019103420131985627
178,0.0012709401904385659
179,0.00023138900761569825
180,0.00041769508602287897
181,0.001010095571759198
182,-0.00014459492623780656
183,0.002094032416249003
184,-0.00041425091755152707
185,0.0010962900268322497
186,0.00013486939313876734
187,-0.0003251348493028827
188,0.00029279908029360147
189,0.00032088885188720495
190,-0.0001593234921775516
191,0.000817540530437609
192,-0.0014201181418816294
193,0.002091403538365212
194,0.00040548068902723083
195,-0.00017937207632649083
196,-0.0010222336693003035
197,-0.00022354753346728873
198,0.0007588336316937576
199,-0.00016475177562255694
200,-0.0015801810915636108
201,0.000929881661458451
202,-0.00028946776649758227
203,0.0020725814084170853
204,-0.00041461968173880925
205,-0.0002988641237327977
206,-0.0008000117326149442
207,0.0005007657127267355
208,0.0005923368621980063
209,-0.0006253323698983439
